"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0800000;"LUBUSKIE";"październik";"gazeta regionalna";"cena";"2013";;"zł";"";
0800000;"LUBUSKIE";"październik";"gazeta regionalna";"cena";"2014";;"zł";"";
0800000;"LUBUSKIE";"październik";"gazeta regionalna";"cena";"2015";;"zł";"";
0800000;"LUBUSKIE";"październik";"gazeta regionalna";"cena";"2016";2,48;"zł";"";
0800000;"LUBUSKIE";"październik";"gazeta regionalna";"cena";"2017";2,74;"zł";"";
0800000;"LUBUSKIE";"październik";"gazeta regionalna";"cena";"2018";2,91;"zł";"";
0800000;"LUBUSKIE";"październik";"gazeta regionalna";"cena";"2019";3,09;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,57;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";21,35;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2008";21,71;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2009";22,56;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2010";23,34;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2011";22,15;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2012";23,43;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2013";24,16;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,15;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";26,41;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2016";27,15;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2017";27,35;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";28,94;"zł";"";
0800000;"LUBUSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";28,83;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2013";2,71;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2014";1,94;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2015";2,80;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2016";2,41;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2017";3,75;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2018";2,21;"zł";"";
0800000;"LUBUSKIE";"listopad";"jabłka - za 1kg";"cena";"2019";3,59;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2013";5,34;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2014";4,89;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2015";5,47;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2016";5,00;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2017";5,36;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2018";5,20;"zł";"";
0800000;"LUBUSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2019";5,27;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2006";1,69;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2007";1,56;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2008";1,56;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2009";1,46;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2010";1,65;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2011";1,61;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2012";1,71;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2013";1,73;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2014";1,66;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2015";2,42;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2016";2,09;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2017";2,06;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2018";2,81;"zł";"";
0800000;"LUBUSKIE";"listopad";"marchew - za 1 kg";"cena";"2019";2,43;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2006";2,30;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2007";2,49;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2008";2,80;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2009";3,24;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2010";3,62;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2011";3,90;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2012";4,02;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2013";4,04;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2014";4,01;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2015";3,84;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2016";4,68;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2017";4,41;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2018";4,49;"zł";"";
0800000;"LUBUSKIE";"listopad";"herbata czarna, liściasta - za 100g";"cena";"2019";7,27;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2006";80,33;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2007";82,33;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2008";79,40;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2009";83,20;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2010";106,75;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2011";102,00;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2012";102,44;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2013";99,33;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2014";105,78;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2015";106,33;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2016";102,38;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2017";117,54;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2018";90,32;"zł";"";
0800000;"LUBUSKIE";"listopad";"koszula męska z elanobawełny, długi rękaw";"cena";"2019";107,74;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2012";6,47;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2013";6,47;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2014";7,22;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2015";7,23;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2016";8,18;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2017";7,39;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2018";7,63;"zł";"";
0800000;"LUBUSKIE";"listopad";"rajstopy damskie gładkie, 15 den";"cena";"2019";8,02;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2006";101,58;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2007";111,26;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2008";129,89;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2009";132,00;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2010";129,04;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2011";139,97;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2012";152,38;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2013";144,78;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2014";130,00;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2015";129,05;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2016";123,17;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2017";121,96;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2018";129,07;"zł";"";
0800000;"LUBUSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2019";143,12;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2006";560,86;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2007";597,77;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2008";704,06;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2009";766,06;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2010";800,17;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2011";837,90;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2012";865,34;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2013";859,50;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2014";864,50;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2015";859,50;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2016";849,78;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2017";915,04;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2018";940,15;"zł";"";
0800000;"LUBUSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2019";955,58;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2013";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2014";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2015";;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2016";2,52;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2017";2,74;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2018";2,95;"zł";"";
0800000;"LUBUSKIE";"listopad";"gazeta regionalna";"cena";"2019";3,11;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,73;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";21,46;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2008";21,77;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2009";22,67;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2010";22,49;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2011";22,30;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2012";23,61;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2013";23,04;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";24,70;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,20;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2016";26,64;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2017";28,17;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";28,93;"zł";"";
0800000;"LUBUSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";27,84;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2013";2,82;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2014";1,92;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2015";2,78;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2016";2,48;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2017";3,86;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2018";2,36;"zł";"";
0800000;"LUBUSKIE";"grudzień";"jabłka - za 1kg";"cena";"2019";3,51;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2013";4,48;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2014";4,40;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2015";4,69;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2016";3,77;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2017";4,74;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2018";4,69;"zł";"";
0800000;"LUBUSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2019";5,20;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2006";1,72;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2007";1,37;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2008";1,47;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2009";1,48;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2010";1,82;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2011";1,55;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2012";1,64;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2013";1,60;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2014";1,60;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2015";2,43;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2016";1,94;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2017";2,03;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2018";2,86;"zł";"";
0800000;"LUBUSKIE";"grudzień";"marchew - za 1 kg";"cena";"2019";2,52;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2006";2,33;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2007";2,51;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2008";2,87;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2009";3,45;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2010";3,61;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2011";3,92;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2012";4,02;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2013";3,90;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2014";3,79;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2015";3,84;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2016";4,75;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2017";4,35;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2018";4,49;"zł";"";
0800000;"LUBUSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2019";7,29;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2006";79,83;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2007";79,00;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2008";79,40;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2009";83,20;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2010";102,75;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2011";102,44;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2012";102,00;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2013";99,33;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2014";106,11;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2015";107,44;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2016";102,38;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2017";99,77;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2018";89,77;"zł";"";
0800000;"LUBUSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2019";107,74;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2012";6,36;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2013";6,47;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2014";7,22;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2015";7,06;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2016";8,19;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2017";7,39;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2018";7,58;"zł";"";
0800000;"LUBUSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2019";8,77;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2006";101,58;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2007";111,81;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2008";129,89;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2009";134,91;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2010";129,48;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2011";140,41;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2012";153,49;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2013";134,23;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2014";130,00;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2015";129,05;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2016";119,07;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2017";121,96;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2018";132,30;"zł";"";
0800000;"LUBUSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2019";143,12;"zł";"";
