"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2009";644,60;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2010";647,18;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2011";706,99;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2012";760,68;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2013";741,29;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2014";722,72;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2015";705,57;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2016";677,72;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2017";734,14;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2018";831,29;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"węgiel kamienny - za 1t";"cena";"2019";825,56;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2012";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2013";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2014";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2015";;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2016";2,51;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2017";2,71;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2018";2,79;"zł";"";
1600000;"OPOLSKIE";"kwiecień";"gazeta regionalna";"cena";"2019";2,96;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,33;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";20,68;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2008";22,31;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2009";24,20;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2010";23,74;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2011";23,41;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2012";27,20;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2013";28,32;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";27,13;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";26,60;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2016";25,03;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2017";25,70;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,92;"zł";"";
1600000;"OPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";29,62;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2012";;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2013";3,22;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2014";3,10;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2015";3,15;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2016";2,76;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2017";2,91;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2018";4,51;"zł";"";
1600000;"OPOLSKIE";"maj";"jabłka - za 1kg";"cena";"2019";2,24;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2012";;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2013";5,16;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2014";5,44;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2015";4,77;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2016";5,01;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2017";5,32;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2018";5,69;"zł";"";
1600000;"OPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2019";4,92;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2006";2,22;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2007";2,05;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2008";2,43;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2009";3,59;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2010";2,21;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2011";2,76;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2012";2,66;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2013";2,50;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2014";2,42;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2015";3,50;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2016";2,78;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2017";2,12;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2018";3,30;"zł";"";
1600000;"OPOLSKIE";"maj";"marchew - za 1 kg";"cena";"2019";3,76;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2006";2,32;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2007";2,43;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2008";2,31;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2009";2,52;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2010";2,83;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2011";3,04;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2012";3,14;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2013";3,18;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2014";3,78;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2015";3,91;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2016";3,83;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2017";3,24;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2018";4,20;"zł";"";
1600000;"OPOLSKIE";"maj";"herbata czarna, liściasta - za 100g";"cena";"2019";8,29;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2006";90,60;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2007";90,75;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2008";90,60;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2009";98,60;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2010";114,75;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2011";83,86;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2012";83,71;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2013";88,43;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2014";105,29;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2015";104,84;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2016";112,70;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2017";108,70;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2018";122,13;"zł";"";
1600000;"OPOLSKIE";"maj";"koszula męska z elanobawełny, długi rękaw";"cena";"2019";140,83;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2012";8,23;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2013";7,35;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2014";6,77;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2015";6,68;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2016";7,14;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2017";7,35;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2018";7,17;"zł";"";
1600000;"OPOLSKIE";"maj";"rajstopy damskie gładkie, 15 den";"cena";"2019";7,85;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2006";107,87;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2007";126,78;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2008";128,39;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2009";147,49;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2010";167,28;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2011";155,82;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2012";162,56;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2013";209,77;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2014";194,20;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2015";187,62;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2016";185,40;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2017";194,43;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2018";154,80;"zł";"";
1600000;"OPOLSKIE";"maj";"bateria zlewozmywakowa";"cena";"2019";160,23;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2006";438,11;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2007";475,63;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2008";534,29;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2009";650,68;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2010";653,06;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2011";709,49;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2012";753,06;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2013";741,29;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2014";718,43;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2015";702,00;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2016";680,57;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2017";732,76;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2018";836,29;"zł";"";
1600000;"OPOLSKIE";"maj";"węgiel kamienny - za 1t";"cena";"2019";826,99;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2012";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2013";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2014";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2015";;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2016";2,53;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2017";2,71;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2018";2,79;"zł";"";
1600000;"OPOLSKIE";"maj";"gazeta regionalna";"cena";"2019";2,96;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,56;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";20,76;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2008";23,11;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2009";24,35;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2010";23,75;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2011";27,34;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2012";27,38;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2013";26,61;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";27,13;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";26,60;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2016";24,04;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2017";25,42;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,08;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";29,85;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2012";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2013";3,61;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2014";3,17;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2015";3,53;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2016";2,97;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2017";3,27;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2018";4,22;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"jabłka - za 1kg";"cena";"2019";2,41;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2012";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2013";5,18;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2014";5,58;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2015";4,90;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2016";5,62;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2017";5,29;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2018";5,29;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2019";4,96;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2006";2,31;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2007";2,26;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2008";3,40;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2009";3,78;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2010";2,57;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2011";2,86;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2012";3,73;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2013";3,18;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2014";2,78;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2015";3,88;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2016";2,89;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2017";2,19;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2018";4,30;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2019";4,22;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2006";2,32;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2007";2,26;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2008";2,47;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2009";2,65;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2010";2,83;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2011";3,06;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2012";3,24;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2013";3,28;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2014";3,78;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2015";3,94;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2016";3,83;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2017";3,24;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2018";4,20;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"herbata czarna, liściasta - za 100g";"cena";"2019";7,86;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2006";90,60;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2007";90,75;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2008";90,60;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2009";98,60;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2010";114,75;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2011";83,86;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2012";83,71;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2013";85,29;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2014";106,00;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2015";104,84;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2016";112,70;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2017";108,70;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2018";122,13;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"koszula męska z elanobawełny, długi rękaw";"cena";"2019";123,69;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2006";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2007";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2008";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2009";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2010";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2011";;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2012";8,23;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2013";7,58;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2014";6,77;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2015";6,47;"zł";"";
1600000;"OPOLSKIE";"czerwiec";"rajstopy damskie gładkie, 15 den";"cena";"2016";7,14;"zł";"";
